leave_id,employee_id,leave_type,start_date,end_date,days_taken,status
LV00714,EMP00530,Sick Leave,2025-04-23,2025-04-26,3,Pending
LV00715,EMP03112,Unpaid Leave,2025-07-15,2025-07-24,9,Rejected
LV00716,EMP02642,Sick Leave,2025-05-09,2025-05-15,6,Approved
LV00717,EMP01858,Paternity Leave,2025-04-19,2025-04-22,3,Rejected
LV00718,EMP02202,Paternity Leave,2026-03-24,2026-03-26,2,Approved
LV00719,EMP00927,Casual Leave,2026-05-12,2026-05-13,1,Pending
LV00720,EMP02497,Unpaid Leave,2026-03-06,2026-03-10,4,Rejected
LV00721,EMP00489,Maternity Leave,2026-01-07,2026-01-11,4,Rejected
LV00722,EMP00952,Paternity Leave,2025-08-26,2025-09-02,7,Approved
LV00723,EMP00147,Sick Leave,2026-05-30,2026-06-02,3,Pending
LV00724,EMP02258,Paternity Leave,2026-03-04,2026-03-11,7,Rejected
LV00725,EMP00442,Unpaid Leave,2026-01-29,2026-02-04,6,Rejected
LV00726,EMP01093,Unpaid Leave,2025-10-07,2025-10-08,1,Rejected
LV00727,EMP00255,Casual Leave,2025-05-27,2025-06-04,8,Pending
LV00728,EMP02126,Unpaid Leave,2026-04-16,2026-04-22,6,Rejected
LV00729,EMP00201,Casual Leave,2025-11-15,2025-11-23,8,Pending
LV00730,EMP96331,Casual Leave,2025-03-27,2025-04-03,7,Rejected
LV00731,EMP02519,Sick Leave,2025-11-25,2025-12-01,6,Pending
LV00732,EMP00671,Sick Leave,2025-06-05,2025-06-15,10,Pending
LV00733,EMP02216,Unpaid Leave,2026-05-15,2026-05-23,8,Pending
LV00734,EMP03008,Unpaid Leave,2025-01-04,2025-01-13,9,Approved
LV00735,EMP02729,Unpaid Leave,2025-11-07,2025-11-10,3,Approved
LV00736,EMP02737,Maternity Leave,2025-04-15,2025-04-24,9,Rejected
LV00737,EMP01396,Paternity Leave,2026-04-23,2026-04-24,1,Approved
LV00738,EMP00660,Unpaid Leave,2026-02-17,2026-02-18,1,Approved
LV00739,EMP02800,Casual Leave,2026-06-22,2026-06-29,7,Pending
LV00740,EMP02684,Unpaid Leave,2026-02-16,2026-02-23,7,Pending
LV00741,EMP01449,Unpaid Leave,2026-06-30,2026-07-09,9,Approved
LV00742,EMP01373,Maternity Leave,2025-12-23,2025-12-26,3,Pending
LV00743,EMP01533,Casual Leave,2026-01-01,2026-01-07,6,Approved
LV00744,EMP93381,Paternity Leave,2025-06-18,2025-06-27,9,Approved
LV00745,EMP02490,Casual Leave,2026-07-13,2026-07-14,1,Rejected
LV00746,EMP01464,Casual Leave,2025-03-01,2025-03-07,6,Approved
LV00747,EMP00082,Maternity Leave,2026-04-12,2026-04-16,4,Approved
LV00748,EMP02109,Earned Leave,2026-01-25,2026-02-03,9,Pending
LV00749,EMP01532,Casual Leave,2025-06-14,2025-06-24,10,Rejected
LV00750,EMP02294,Sick Leave,2025-11-14,2025-11-15,1,Pending
LV00751,EMP01983,Paternity Leave,2025-11-06,2025-11-09,3,Rejected
LV00752,EMP01940,Maternity Leave,2025-12-21,2025-12-28,7,Approved
LV00753,EMP00506,Sick Leave,2025-02-15,2025-02-23,8,Pending
LV00754,EMP02901,Unpaid Leave,2025-04-30,2025-05-05,5,Approved
LV00755,EMP01689,Earned Leave,2025-03-19,2025-03-29,10,Pending
LV00756,EMP02396,Casual Leave,2025-04-09,2025-04-11,2,Rejected
LV00757,EMP01902,Casual Leave,2026-03-19,2026-03-22,3,Rejected
LV00758,EMP02419,Paternity Leave,2025-12-03,2025-12-06,3,Rejected
LV00759,EMP02370,Paternity Leave,2026-03-03,2026-03-12,9,Rejected
LV00760,EMP00341,Casual Leave,2026-03-25,2026-03-28,3,Pending
LV00761,EMP00098,Casual Leave,2025-11-18,2025-11-28,10,Pending
LV00762,EMP02114,Earned Leave,2026-03-20,2026-03-29,9,Rejected
LV00763,EMP01070,Sick Leave,2026-01-30,2026-02-06,7,Approved
LV00764,EMP02703,Earned Leave,2025-11-08,2025-11-11,3,Pending
LV00765,EMP02962,Unpaid Leave,2025-11-11,2025-11-20,9,Approved
LV00766,EMP01038,Unpaid Leave,2025-02-27,2025-03-04,5,Rejected
LV00767,EMP00145,Unpaid Leave,2025-06-17,2025-06-25,8,Rejected
LV00768,EMP01233,Maternity Leave,2025-12-15,2025-12-22,7,Approved
LV00769,EMP02042,Maternity Leave,2025-03-31,2025-04-06,6,Rejected
LV00770,EMP02633,Unpaid Leave,2025-01-20,2025-01-23,3,Approved
LV00771,EMP00715,Maternity Leave,2026-07-15,2026-07-19,4,Rejected
LV00772,EMP01880,Maternity Leave,2025-01-22,2025-01-24,2,Rejected
LV00773,EMP01336,Casual Leave,2025-09-29,2025-10-09,10,Rejected
LV00774,EMP01350,Sick Leave,2026-04-20,2026-04-24,4,Rejected
LV00775,EMP01080,Earned Leave,2026-06-07,2026-06-09,2,Pending
LV00776,EMP00701,Paternity Leave,2025-11-30,2025-12-09,9,Rejected
LV00777,EMP02020,Paternity Leave,2025-09-02,2025-09-08,6,Rejected
LV00778,EMP02918,Maternity Leave,2025-05-10,2025-05-16,6,Pending
LV00779,EMP00836,Earned Leave,2025-06-26,2025-07-01,5,Approved
LV00780,EMP01223,Unpaid Leave,2026-02-01,2026-02-02,1,Pending
LV00781,EMP00547,Paternity Leave,2026-07-15,2026-07-19,4,Pending
LV00782,EMP01524,Maternity Leave,2025-08-04,2025-08-13,9,Pending
LV00783,EMP01851,Paternity Leave,2025-08-15,2025-08-22,7,Approved
LV00784,EMP00943,Unpaid Leave,2026-01-08,2026-01-11,3,Pending
LV00785,EMP00448,Unpaid Leave,2025-09-03,2025-09-11,8,Pending
LV00786,EMP00005,Earned Leave,2025-06-01,2025-06-02,1,Pending
LV00787,EMP00098,Earned Leave,2026-01-30,2026-02-02,3,Pending
LV00788,EMP02401,Sick Leave,2025-01-28,2025-02-03,6,Approved
LV00789,EMP01843,Maternity Leave,2025-09-03,2025-09-04,1,Pending
LV00790,EMP01136,Casual Leave,2026-06-20,2026-06-28,8,Pending
LV00791,EMP01246,Maternity Leave,2025-04-22,2025-05-01,9,Rejected
LV00792,EMP01291,Maternity Leave,2025-09-14,2025-09-19,5,Rejected
LV00793,EMP01388,Casual Leave,2026-03-31,2026-04-05,5,Rejected
LV00794,EMP03195,Sick Leave,2026-01-20,2026-01-25,5,Approved
LV00795,EMP01656,Casual Leave,2026-02-22,2026-03-01,7,Pending
LV00796,EMP02036,Paternity Leave,2025-01-29,2025-02-03,5,Rejected
LV00797,EMP00074,Casual Leave,2025-02-15,2025-02-17,2,Approved
LV00798,EMP02232,Paternity Leave,2026-01-25,2026-01-29,4,Pending
LV00799,EMP00273,Earned Leave,2026-03-31,2026-04-05,5,Pending
LV00800,EMP01316,Maternity Leave,2025-05-16,2025-05-23,7,Approved
LV00801,EMP02867,Unpaid Leave,2025-10-09,2025-10-13,4,Approved
LV00802,EMP01206,Earned Leave,2025-07-17,2025-07-18,1,Pending
LV00803,EMP01127,Casual Leave,2026-06-15,2026-06-16,1,Rejected
LV00804,EMP01269,Unpaid Leave,2025-02-15,2025-02-25,10,Rejected
LV00805,EMP01270,Casual Leave,2025-07-26,2025-08-01,6,Pending
LV00806,EMP02488,Casual Leave,2025-02-08,2025-02-17,9,Pending
LV00807,EMP00188,Earned Leave,2026-03-12,2026-03-14,2,Rejected
LV00808,EMP00862,Casual Leave,2025-08-15,2025-08-16,1,Pending
LV00809,EMP03052,Maternity Leave,2025-01-02,2025-01-05,3,Approved
LV00810,EMP00002,Paternity Leave,2026-02-27,2026-03-09,10,Pending
LV00811,EMP01833,Sick Leave,2026-02-20,2026-02-27,7,Rejected
LV00812,EMP02892,Casual Leave,2026-02-21,2026-02-25,4,Approved
LV00813,EMP03129,Earned Leave,2026-03-25,2026-03-27,2,Approved
LV00814,EMP00032,Paternity Leave,2026-05-17,2026-05-25,8,Approved
LV00815,EMP02471,Casual Leave,2025-02-03,2025-02-06,3,Approved
LV00816,EMP01752,Earned Leave,2025-09-08,2025-09-15,7,Rejected
LV00817,EMP01379,Maternity Leave,2025-03-05,2025-03-08,3,Rejected
LV00818,EMP02084,Casual Leave,2025-06-20,2025-06-24,4,Approved
LV00819,EMP01110,Earned Leave,2026-05-24,2026-05-30,6,Pending
LV00820,EMP00870,Maternity Leave,2026-02-22,2026-02-28,6,Approved
LV00821,EMP01638,Earned Leave,2025-03-30,2025-04-06,7,Rejected
LV00822,EMP00608,Sick Leave,2025-12-24,2026-01-01,8,Pending
LV00823,EMP01304,Earned Leave,2026-06-08,2026-06-16,8,Pending
LV00824,EMP01043,Maternity Leave,2026-02-01,2026-02-03,2,Approved
LV00825,EMP00776,Unpaid Leave,2026-02-27,2026-03-06,7,Rejected
LV00826,EMP00884,Sick Leave,2025-12-11,2025-12-20,9,Approved
LV00827,EMP03058,Paternity Leave,2026-02-27,2026-03-09,10,Pending
LV00828,EMP02507,Maternity Leave,2025-01-17,2025-01-19,2,Approved
LV00829,EMP02158,Earned Leave,2026-02-27,2026-03-08,9,Rejected
LV00830,EMP00292,Sick Leave,2025-05-05,2025-05-12,7,Pending
LV00831,EMP00699,Earned Leave,2025-11-28,2025-12-01,3,Rejected
LV00832,EMP01275,Casual Leave,2026-05-10,2026-05-11,1,Approved
LV00833,EMP01225,Casual Leave,2025-07-07,2025-07-08,1,Approved
LV00834,EMP01029,Maternity Leave,2025-04-22,2025-04-24,2,Pending
LV00835,EMP00239,Unpaid Leave,2026-07-02,2026-07-07,5,Approved
LV00836,EMP02113,Sick Leave,2025-10-25,2025-10-28,3,Approved
LV00837,EMP00743,Maternity Leave,2025-07-28,2025-08-04,7,Rejected
LV00838,EMP02736,Maternity Leave,2025-08-23,2025-08-27,4,Rejected
LV00839,EMP00863,Unpaid Leave,2025-09-14,2025-09-15,1,Rejected
LV00840,EMP01621,Casual Leave,2025-12-19,2025-12-23,4,Pending
LV00841,EMP01108,Sick Leave,2025-11-29,2025-12-06,7,Rejected
LV00842,EMP00161,Unpaid Leave,2026-02-14,2026-02-17,3,Approved
LV00843,EMP01888,Sick Leave,2026-03-21,2026-03-27,6,Approved
LV00844,EMP00498,Maternity Leave,2025-07-18,2025-07-20,2,Approved
LV00845,EMP00249,Casual Leave,2025-01-16,2025-01-22,6,Pending
LV00846,EMP01269,Maternity Leave,2025-07-27,2025-08-02,6,Approved
LV00847,EMP02241,Earned Leave,2026-02-07,2026-02-12,5,Pending
LV00848,EMP02336,Earned Leave,2025-05-03,2025-05-04,1,Approved
LV00849,EMP00355,Sick Leave,2025-05-07,2025-05-10,3,Pending
LV00850,EMP01545,Paternity Leave,2025-11-06,2025-11-08,2,Approved
LV00851,EMP02386,Sick Leave,2025-02-18,2025-02-27,9,Pending
LV00852,EMP00908,Paternity Leave,2025-03-04,2025-03-09,5,Approved
LV00853,EMP01214,Casual Leave,2025-06-11,2025-06-13,2,Pending
LV00854,EMP01771,Earned Leave,2025-07-14,2025-07-20,6,Rejected
LV00855,EMP01577,Casual Leave,2025-01-25,2025-02-02,8,Approved
LV00856,EMP03197,Unpaid Leave,2026-07-07,2026-07-12,5,Pending
LV00857,EMP00280,Paternity Leave,2026-03-17,2026-03-25,8,Pending
LV00858,EMP01183,Unpaid Leave,2026-01-06,2026-01-09,3,Rejected
LV00859,EMP00126,Casual Leave,2026-06-27,2026-07-05,8,Approved
LV00860,EMP00626,Paternity Leave,2025-10-24,2025-11-01,8,Rejected
LV00861,EMP00525,Paternity Leave,2025-09-25,2025-09-29,4,Approved
LV00862,EMP02738,Sick Leave,2025-04-07,2025-04-12,5,Rejected
LV00863,EMP02741,Sick Leave,2025-01-15,2025-01-17,2,Approved
LV00864,EMP00438,Paternity Leave,2025-09-15,2025-09-25,10,Pending
LV00865,EMP01357,Paternity Leave,2025-08-05,2025-08-07,2,Pending
LV00866,EMP00696,Paternity Leave,2025-07-09,2025-07-19,10,Pending
LV00867,EMP02082,Casual Leave,2025-10-02,2025-10-10,8,Rejected
LV00868,EMP00281,Maternity Leave,2025-07-11,2025-07-20,9,Rejected
LV00869,EMP00265,Earned Leave,2025-04-22,2025-05-02,10,Rejected
LV00870,EMP02160,Maternity Leave,2026-03-23,2026-03-27,4,Pending
LV00871,EMP01820,Unpaid Leave,2025-06-27,2025-07-02,5,Pending
LV00872,EMP01113,Unpaid Leave,2025-03-27,2025-04-05,9,Pending
LV00873,EMP02683,Sick Leave,2025-06-01,2025-06-06,5,Approved
LV00874,EMP02935,Unpaid Leave,2025-05-02,2025-05-11,9,Pending
LV00875,EMP01062,Sick Leave,2026-04-23,2026-04-27,4,Pending
LV00876,EMP00363,Casual Leave,2025-11-06,2025-11-11,5,Rejected
LV00877,EMP00640,Maternity Leave,2026-04-07,2026-04-16,9,Rejected
LV00878,EMP00279,Sick Leave,2025-07-16,2025-07-25,9,Rejected
LV00879,EMP00972,Sick Leave,2025-12-14,2025-12-20,6,Approved
LV00880,EMP01896,Unpaid Leave,2026-01-02,2026-01-10,8,Rejected
LV00881,EMP01261,Sick Leave,2025-01-25,2025-02-02,8,Rejected
LV00882,EMP02583,Maternity Leave,2026-03-31,2026-04-01,1,Approved
LV00883,EMP01399,Sick Leave,2025-12-29,2025-12-30,1,Pending
LV00884,EMP01451,Casual Leave,2025-01-01,2025-01-11,10,Approved
LV00885,EMP01532,Unpaid Leave,2026-05-12,2026-05-19,7,Approved
LV00886,EMP00649,Earned Leave,2025-10-02,2025-10-08,6,Approved
LV00887,EMP02092,Casual Leave,2025-03-24,2025-03-27,3,Approved
LV00888,EMP01395,Maternity Leave,2025-05-03,2025-05-05,2,Pending
LV00889,EMP01382,Maternity Leave,2025-03-19,2025-03-24,5,Pending
LV00890,EMP01747,Maternity Leave,2025-05-25,2025-06-02,8,Pending
LV00891,EMP01794,Maternity Leave,2026-03-17,2026-03-19,2,Approved
LV00892,EMP94122,Earned Leave,2025-08-16,2025-08-23,7,Approved
LV00893,EMP01537,Casual Leave,2026-05-31,2026-06-10,10,Rejected
LV00894,EMP01713,Maternity Leave,2025-01-31,2025-02-05,5,Pending
LV00895,EMP02926,Sick Leave,2025-01-12,2025-01-18,6,Pending
LV00896,EMP01891,Earned Leave,2026-01-27,2026-01-29,2,Pending
LV00897,EMP00141,Unpaid Leave,2025-07-31,2025-08-01,1,Rejected
LV00898,EMP02403,Earned Leave,2026-04-27,2026-05-06,9,Approved
LV00899,EMP01956,Sick Leave,2026-04-15,2026-04-18,3,Approved
LV00900,EMP01256,Earned Leave,2026-03-19,2026-03-25,6,Approved
LV00901,EMP02577,Maternity Leave,2025-04-29,2025-05-01,2,Pending
LV00902,EMP01401,Sick Leave,2026-04-03,2026-04-13,10,Pending
LV00903,EMP00654,Earned Leave,2026-04-15,2026-04-20,5,Pending
LV00904,EMP01095,Casual Leave,2026-05-01,2026-05-09,8,Pending
LV00905,EMP01501,Casual Leave,2025-05-23,2025-06-02,10,Approved
LV00906,EMP00480,Earned Leave,2026-05-22,2026-05-29,7,Pending
LV00907,EMP01777,Earned Leave,2026-04-16,2026-04-22,6,Approved
LV00908,EMP02240,Paternity Leave,2026-03-02,2026-03-05,3,Rejected
LV00909,EMP02612,Casual Leave,2025-12-08,2025-12-11,3,Pending
LV00910,EMP00918,Unpaid Leave,2025-11-05,2025-11-06,1,Approved
LV00911,EMP01535,Unpaid Leave,2025-01-27,2025-01-31,4,Pending
LV00912,EMP02453,Paternity Leave,2025-03-04,2025-03-10,6,Approved
LV00913,EMP00351,Earned Leave,2025-06-27,2025-07-06,9,Rejected
LV00914,EMP03019,Casual Leave,2025-11-01,2025-11-11,10,Rejected
LV00915,EMP01717,Paternity Leave,2025-04-08,2025-04-11,3,Rejected
LV00916,EMP01909,Paternity Leave,2025-08-01,2025-08-09,8,Pending
LV00917,EMP02699,Earned Leave,2026-04-06,2026-04-08,2,Approved
LV00918,EMP00110,Paternity Leave,2025-03-12,2025-03-15,3,Approved
LV00919,EMP02646,Earned Leave,2026-04-11,2026-04-17,6,Approved
LV00920,EMP02805,Earned Leave,2025-11-30,2025-12-10,10,Approved
LV00921,EMP02680,Sick Leave,2025-12-13,2025-12-15,2,Rejected
LV00922,EMP02130,Paternity Leave,2025-02-12,2025-02-14,2,Rejected
LV00923,EMP01236,Earned Leave,2025-11-21,2025-11-25,4,Pending
LV00924,EMP00858,Paternity Leave,2025-04-01,2025-04-02,1,Approved
LV00925,EMP02563,Sick Leave,2025-01-08,2025-01-13,5,Pending
LV00926,EMP01765,Sick Leave,2025-04-17,2025-04-25,8,Rejected
LV00927,EMP02968,Unpaid Leave,2026-03-02,2026-03-10,8,Pending
LV00928,EMP01993,Maternity Leave,2025-05-31,2025-06-10,10,Rejected
LV00929,EMP02292,Maternity Leave,2025-07-24,2025-08-01,8,Rejected
LV00930,EMP01916,Paternity Leave,2025-02-19,2025-02-28,9,Rejected
LV00931,EMP02499,Sick Leave,2025-12-20,2025-12-28,8,Rejected
LV00932,EMP00025,Sick Leave,2025-05-07,2025-05-17,10,Approved
LV00933,EMP01169,Casual Leave,2025-12-01,2025-12-03,2,Rejected
LV00934,EMP02250,Paternity Leave,2025-04-06,2025-04-11,5,Rejected
LV00935,EMP00645,Paternity Leave,2025-06-09,2025-06-13,4,Rejected
LV00936,EMP00310,Sick Leave,2025-05-26,2025-06-05,10,Rejected
LV00937,EMP03005,Maternity Leave,2026-03-05,2026-03-09,4,Approved
LV00938,EMP00397,Earned Leave,2025-08-23,2025-08-29,6,Approved
LV00939,EMP02473,Maternity Leave,2026-06-25,2026-07-04,9,Rejected
LV00940,EMP01699,Sick Leave,2026-01-18,2026-01-21,3,Pending
LV00941,EMP02785,Casual Leave,2025-07-29,2025-08-07,9,Rejected
LV00942,EMP02520,Sick Leave,2026-01-26,2026-02-01,6,Rejected
LV00943,EMP00831,Maternity Leave,2025-05-09,2025-05-17,8,Pending
LV00944,EMP00012,Unpaid Leave,2025-02-02,2025-02-09,7,Approved
LV00945,EMP01601,Maternity Leave,2025-11-20,2025-11-26,6,Pending
LV00946,EMP03067,Unpaid Leave,2026-04-06,2026-04-08,2,Rejected
LV00947,EMP03194,Unpaid Leave,2025-01-12,2025-01-14,2,Rejected
LV00948,EMP02384,Paternity Leave,2025-06-22,2025-06-28,6,Approved
LV00949,EMP02772,Casual Leave,2025-10-20,2025-10-24,4,Rejected
LV00950,EMP01441,Unpaid Leave,2025-05-17,2025-05-25,8,Pending
LV00951,EMP02173,Maternity Leave,2026-03-04,2026-03-14,10,Pending
LV00952,EMP02784,Casual Leave,2025-08-24,2025-08-25,1,Rejected
LV00953,EMP01300,Sick Leave,2025-10-13,2025-10-18,5,Pending
LV00954,EMP02936,Unpaid Leave,2025-03-26,2025-03-30,4,Rejected
LV00955,EMP00167,Paternity Leave,2025-08-21,2025-08-25,4,Rejected
LV00956,EMP02957,Maternity Leave,2025-08-12,2025-08-15,3,Approved
LV00957,EMP02772,Earned Leave,2025-12-17,2025-12-22,5,Rejected
LV00958,EMP03088,Unpaid Leave,2025-02-04,2025-02-13,9,Pending
LV00959,EMP00517,Unpaid Leave,2025-02-09,2025-02-16,7,Pending
LV00960,EMP01382,Casual Leave,2026-05-13,2026-05-15,2,Rejected
LV00961,EMP01125,Maternity Leave,2025-09-29,2025-10-02,3,Pending
LV00962,EMP00914,Maternity Leave,2026-01-22,2026-01-26,4,Rejected
LV00963,EMP01716,Earned Leave,2025-02-09,2025-02-13,4,Approved
LV00964,EMP01982,Unpaid Leave,2025-12-06,2025-12-07,1,Rejected
LV00965,EMP02197,Unpaid Leave,2026-07-04,2026-07-11,7,Rejected
LV00966,EMP02330,Casual Leave,2026-02-24,2026-02-28,4,Rejected
LV00967,EMP00674,Casual Leave,2025-06-09,2025-06-14,5,Pending
LV00968,EMP01740,Unpaid Leave,2026-02-09,2026-02-14,5,Pending
LV00969,EMP03054,Sick Leave,2025-08-25,2025-09-02,8,Approved
LV00970,EMP00591,Unpaid Leave,2025-05-16,2025-05-22,6,Pending
LV00971,EMP01700,Maternity Leave,2025-11-15,2025-11-25,10,Pending
LV00972,EMP00150,Earned Leave,2025-05-17,2025-05-18,1,Pending
LV00973,EMP01046,Unpaid Leave,2025-12-18,2025-12-25,7,Approved
LV00974,EMP01715,Paternity Leave,2026-04-28,2026-05-03,5,Rejected
LV00975,EMP01720,Maternity Leave,2026-04-20,2026-04-25,5,Approved
LV00976,EMP02533,Unpaid Leave,2026-04-04,2026-04-06,2,Rejected
LV00977,EMP01031,Maternity Leave,2026-07-01,2026-07-08,7,Pending
LV00978,EMP00771,Unpaid Leave,2025-06-26,2025-07-04,8,Approved
LV00979,EMP01914,Paternity Leave,2025-02-21,2025-02-23,2,Pending
LV00980,EMP00463,Sick Leave,2026-06-27,2026-07-07,10,Rejected
LV00981,EMP03108,Maternity Leave,2026-02-26,2026-03-01,3,Rejected
LV00982,EMP01771,Earned Leave,2026-04-12,2026-04-13,1,Approved
LV00983,EMP00930,Casual Leave,2026-05-25,2026-05-31,6,Approved
LV00984,EMP02847,Casual Leave,2025-03-28,2025-04-03,6,Pending
LV00985,EMP02010,Casual Leave,2025-07-03,2025-07-05,2,Pending
LV00986,EMP01695,Paternity Leave,2026-02-07,2026-02-15,8,Approved
LV00987,EMP01396,Earned Leave,2025-12-01,2025-12-02,1,Pending
LV00988,EMP01955,Paternity Leave,2025-04-28,2025-05-05,7,Pending
LV00989,EMP02279,Unpaid Leave,2025-04-13,2025-04-18,5,Approved
LV00990,EMP01859,Paternity Leave,2025-12-03,2025-12-09,6,Pending
LV00991,EMP01517,Sick Leave,2026-04-28,2026-05-08,10,Approved
LV00992,EMP02398,Paternity Leave,2026-02-06,2026-02-16,10,Pending
LV00993,EMP01266,Unpaid Leave,2025-01-25,2025-02-04,10,Approved
LV00994,EMP02083,Sick Leave,2026-03-31,2026-04-02,2,Rejected
LV00995,EMP02970,Unpaid Leave,2025-02-05,2025-02-06,1,Approved
LV00996,EMP00063,Sick Leave,2025-02-12,2025-02-21,9,Pending
LV00997,EMP02557,Sick Leave,2026-01-19,2026-01-21,2,Pending
LV00998,EMP00909,Casual Leave,2026-07-08,2026-07-12,4,Approved
LV00999,EMP01602,Casual Leave,2026-07-03,2026-07-05,2,Approved
LV01000,EMP03047,Sick Leave,2025-01-19,2025-01-20,1,Pending
LV01001,EMP02395,Sick Leave,2026-04-21,2026-04-24,3,Pending
LV01002,EMP00805,Casual Leave,2025-07-05,2025-07-13,8,Approved
LV01003,EMP02801,Earned Leave,2026-03-01,2026-03-07,6,Approved
LV01004,EMP00698,Unpaid Leave,2025-12-19,2025-12-24,5,Pending
LV01005,EMP00752,Unpaid Leave,2025-10-26,2025-10-29,3,Approved
LV01006,EMP00638,Sick Leave,2026-07-15,2026-07-25,10,Approved
LV01007,EMP00047,Maternity Leave,2026-03-06,2026-03-11,5,Approved
LV01008,EMP02285,Paternity Leave,2025-03-28,2025-03-31,3,Rejected
LV01009,EMP02336,Unpaid Leave,2026-03-18,2026-03-19,1,Pending
LV01010,EMP01860,Unpaid Leave,2025-01-15,2025-01-24,9,Approved
LV01011,EMP00390,Casual Leave,2026-03-25,2026-04-03,9,Pending
LV01012,EMP03112,Casual Leave,2025-06-09,2025-06-19,10,Rejected
LV01013,EMP01114,Sick Leave,2025-10-20,2025-10-23,3,Approved
LV01014,EMP01288,Earned Leave,2025-08-27,2025-08-31,4,Rejected
LV01015,EMP01383,Sick Leave,2026-01-08,2026-01-13,5,Approved
LV01016,EMP01674,Earned Leave,2025-06-02,2025-06-05,3,Rejected
LV01017,EMP02052,Unpaid Leave,2026-01-26,2026-02-05,10,Rejected
LV01018,EMP02320,Paternity Leave,2025-09-19,2025-09-25,6,Rejected
LV01019,EMP02740,Unpaid Leave,2025-09-12,2025-09-15,3,Pending
LV01020,EMP93008,Sick Leave,2026-05-31,2026-06-07,7,Rejected
LV01021,EMP02028,Unpaid Leave,2025-01-23,2025-01-24,1,Approved
LV01022,EMP02842,Earned Leave,2025-06-20,2025-06-21,1,Rejected
LV01023,EMP01731,Unpaid Leave,2025-05-22,2025-06-01,10,Pending
LV01024,EMP00347,Earned Leave,2025-11-26,2025-11-28,2,Approved
LV01025,EMP01576,Sick Leave,2026-06-22,2026-07-01,9,Approved
LV01026,EMP00230,Unpaid Leave,2026-02-10,2026-02-20,10,Approved
LV01027,EMP02322,Maternity Leave,2025-10-13,2025-10-14,1,Approved
LV01028,EMP00435,Earned Leave,2026-05-28,2026-06-04,7,Rejected
LV01029,EMP01367,Earned Leave,2026-04-30,2026-05-09,9,Approved
LV01030,EMP01303,Casual Leave,2025-11-10,2025-11-12,2,Rejected
LV01031,EMP00575,Maternity Leave,2025-06-21,2025-06-24,3,Pending
LV01032,EMP01733,Unpaid Leave,2025-03-03,2025-03-08,5,Rejected
LV01033,EMP01554,Maternity Leave,2025-06-06,2025-06-10,4,Approved
LV01034,EMP00856,Maternity Leave,2025-08-14,2025-08-17,3,Pending
LV01035,EMP02431,Maternity Leave,2025-05-04,2025-05-11,7,Pending
LV01036,EMP01278,Paternity Leave,2025-01-18,2025-01-19,1,Rejected
LV01037,EMP03058,Unpaid Leave,2026-06-17,2026-06-20,3,Rejected
LV01038,EMP01372,Paternity Leave,2025-12-26,2025-12-30,4,Rejected
LV01039,EMP01093,Paternity Leave,2025-12-25,2025-12-29,4,Approved
LV01040,EMP00254,Paternity Leave,2026-02-22,2026-03-01,7,Rejected
LV01041,EMP01708,Paternity Leave,2025-06-15,2025-06-23,8,Rejected
LV01042,EMP95140,Paternity Leave,2025-07-08,2025-07-11,3,Pending
LV01043,EMP00322,Earned Leave,2025-04-16,2025-04-23,7,Pending
LV01044,EMP00622,Paternity Leave,2025-01-13,2025-01-16,3,Rejected
LV01045,EMP00180,Casual Leave,2025-10-15,2025-10-19,4,Rejected
LV01046,EMP01732,Earned Leave,2025-05-28,2025-05-31,3,Rejected
LV01047,EMP01098,Unpaid Leave,2026-04-12,2026-04-19,7,Pending
LV01048,EMP01127,Maternity Leave,2026-06-12,2026-06-15,3,Approved
LV01049,EMP01210,Maternity Leave,2026-05-05,2026-05-07,2,Approved
LV01050,EMP02350,Unpaid Leave,2025-03-18,2025-03-20,2,Rejected
LV01051,EMP03161,Maternity Leave,2025-11-26,2025-11-27,1,Rejected
LV01052,EMP01150,Sick Leave,2025-11-17,2025-11-19,2,Approved
LV01053,EMP01938,Sick Leave,2025-07-23,2025-07-30,7,Approved
LV01054,EMP02195,Maternity Leave,2025-02-08,2025-02-18,10,Pending
LV01055,EMP02929,Earned Leave,2025-05-18,2025-05-20,2,Approved
LV01056,EMP00367,Earned Leave,2025-03-17,2025-03-24,7,Approved
LV01057,EMP00274,Casual Leave,2025-02-10,2025-02-11,1,Pending
LV01058,EMP03005,Casual Leave,2025-04-19,2025-04-28,9,Rejected
LV01059,EMP00192,Sick Leave,2025-01-25,2025-01-29,4,Rejected
LV01060,EMP00413,Casual Leave,2026-05-06,2026-05-08,2,Pending
LV01061,EMP01619,Paternity Leave,2026-03-01,2026-03-11,10,Approved
LV01062,EMP00523,Earned Leave,2025-06-05,2025-06-11,6,Rejected
LV01063,EMP02042,Paternity Leave,2025-09-02,2025-09-05,3,Pending
LV01064,EMP02668,Casual Leave,2025-11-10,2025-11-19,9,Rejected
LV01065,EMP01062,Casual Leave,2025-08-16,2025-08-17,1,Pending
LV01066,EMP00676,Casual Leave,2025-10-11,2025-10-21,10,Pending
LV01067,EMP01503,Earned Leave,2025-03-04,2025-03-09,5,Pending
LV01068,EMP00271,Unpaid Leave,2026-02-14,2026-02-22,8,Rejected
LV01069,EMP01830,Earned Leave,2025-03-24,2025-03-27,3,Rejected
LV01070,EMP02608,Earned Leave,2025-06-26,2025-06-27,1,Approved
