review_id,employee_id,review_period,performance_rating,productivity_score,promotion_recommended,manager_comments_flag
PRF01397,EMP02902,2026-H1,3,49.6,Yes,No
PRF01398,EMP02465,2024-H2,1,49.6,No,No
PRF01399,EMP02985,2024-H1,5,88.3,Yes,Yes
PRF01400,EMP02291,2025-H2,4,66.7,No,No
PRF01401,EMP02955,2026-H1,2,67.6,Yes,Yes
PRF01402,EMP02288,2024-H1,1,44.1,No,No
PRF01403,EMP02534,2024-H1,3,52.7,No,Yes
PRF01404,EMP03075,2026-H1,4,85.3,No,No
PRF01405,EMP02318,2024-H2,3,97.1,No,Yes
PRF01406,EMP01002,2025-H1,1,63.6,Yes,Yes
PRF01407,EMP00936,2024-H2,3,79.4,No,No
PRF01408,EMP01310,2025-H2,3,73.8,No,No
PRF01409,EMP02994,2024-H1,3,40.1,No,Yes
PRF01410,EMP95701,2025-H1,3,82.0,No,No
PRF01411,EMP02774,2024-H2,3,82.3,Yes,No
PRF01412,EMP02249,2024-H2,3,54.5,No,Yes
PRF01413,EMP02687,2026-H1,3,46.8,Yes,Yes
PRF01414,EMP92382,2025-H2,4,72.3,No,No
PRF01415,EMP00768,2026-H1,3,95.5,No,No
PRF01416,EMP01752,2026-H1,4,79.3,No,Yes
PRF01417,EMP03068,2026-H1,4,81.3,No,No
PRF01418,EMP01492,2025-H1,1,50.4,Yes,No
PRF01419,EMP00327,2025-H2,4,65.5,No,No
PRF01420,EMP00027,2026-H1,3,87.3,No,Yes
PRF01421,EMP01966,2025-H2,4,61.5,Yes,Yes
PRF01422,EMP00206,2025-H1,4,66.3,Yes,Yes
PRF01423,EMP00955,2024-H2,4,91.8,No,No
PRF01424,EMP01930,2025-H1,3,68.7,Yes,Yes
PRF01425,EMP02408,2025-H1,4,52.6,Yes,No
PRF01426,EMP00100,2026-H1,4,88.0,No,No
PRF01427,EMP99802,2024-H2,3,96.9,Yes,No
PRF01428,EMP00619,2025-H2,4,58.2,No,Yes
PRF01429,EMP02071,2025-H1,4,41.8,No,Yes
PRF01430,EMP00069,2024-H1,3,45.5,No,Yes
PRF01431,EMP01203,2026-H1,3,46.7,No,Yes
PRF01432,EMP01628,2026-H1,4,96.0,No,No
PRF01433,EMP00323,2024-H1,1,47.6,No,No
PRF01434,EMP02317,2025-H1,2,76.9,Yes,Yes
PRF01435,EMP00453,2024-H1,4,74.7,No,No
PRF01436,EMP02288,2024-H2,4,92.5,Yes,No
PRF01437,EMP00706,2024-H1,3,77.8,No,Yes
PRF01438,EMP00077,2026-H1,3,54.2,No,No
PRF01439,EMP01411,2024-H1,4,55.8,No,Yes
PRF01440,EMP02428,2025-H2,4,97.7,No,No
PRF01441,EMP00530,2025-H2,2,57.9,No,Yes
PRF01442,EMP03166,2025-H2,3,60.7,No,Yes
PRF01443,EMP01456,2024-H2,3,55.5,No,Yes
PRF01444,EMP00336,2025-H1,5,56.2,No,Yes
PRF01445,EMP02858,2026-H1,4,75.3,No,No
PRF01446,EMP02446,2024-H1,4,88.3,No,No
PRF01447,EMP00212,2026-H1,5,82.1,Yes,No
PRF01448,EMP01304,2026-H1,3,88.5,No,No
PRF01449,EMP01350,2024-H1,4,71.0,Yes,Yes
PRF01450,EMP01762,2024-H1,5,53.8,No,Yes
PRF01451,EMP01115,2025-H2,4,44.5,No,No
PRF01452,EMP01968,2024-H2,2,60.9,No,Yes
PRF01453,EMP00906,2025-H1,4,95.9,Yes,No
PRF01454,EMP00439,2025-H2,4,46.7,No,No
PRF01455,EMP00006,2026-H1,4,97.1,No,Yes
PRF01456,EMP02476,2025-H2,2,55.2,Yes,No
PRF01457,EMP00785,2024-H2,1,41.1,No,No
PRF01458,EMP01028,2024-H1,5,64.9,No,No
PRF01459,EMP02388,2024-H1,3,71.6,No,No
PRF01460,EMP00413,2025-H1,2,67.7,No,Yes
PRF01461,EMP91096,2024-H2,4,67.5,No,Yes
PRF01462,EMP03079,2025-H1,3,82.4,Yes,No
PRF01463,EMP00279,2026-H1,,55.0,No,No
PRF01464,EMP01454,2025-H2,3,40.1,No,Yes
PRF01465,EMP00830,2026-H1,2,58.0,No,Yes
PRF01466,EMP01174,2025-H1,3,53.1,No,No
PRF01467,EMP00357,2024-H2,4,71.4,No,No
PRF01468,EMP01133,2024-H2,3,56.3,No,Yes
PRF01469,EMP02243,2024-H1,5,51.1,No,No
PRF01470,EMP96966,2024-H1,1,59.6,No,No
PRF01471,EMP02575,2025-H1,3,54.1,No,No
PRF01472,EMP00991,2026-H1,4,45.9,No,No
PRF01473,EMP01333,2025-H1,4,70.8,No,Yes
PRF01474,EMP00434,2024-H2,4,97.1,No,Yes
PRF01475,EMP00187,2025-H2,4,78.5,Yes,No
PRF01476,EMP00022,2024-H1,4,63.1,Yes,No
PRF01477,EMP01500,2024-H2,3,51.9,No,Yes
PRF01478,EMP03154,2025-H1,4,63.9,No,No
PRF01479,EMP02250,2025-H2,3,51.7,Yes,No
PRF01480,EMP02139,2025-H1,3,84.8,No,No
PRF01481,EMP95854,2026-H1,,68.9,No,Yes
PRF01482,EMP01359,2026-H1,4,80.9,No,No
PRF01483,EMP00307,2026-H1,4,84.4,No,Yes
PRF01484,EMP01396,2025-H2,4,89.7,No,Yes
PRF01485,EMP02731,2025-H2,5,51.4,Yes,No
PRF01486,EMP00665,2024-H2,,74.3,Yes,No
PRF01487,EMP01964,2025-H2,5,86.9,Yes,No
PRF01488,EMP01058,2024-H2,5,99.2,Yes,Yes
PRF01489,EMP00460,2025-H2,2,72.4,No,No
PRF01490,EMP02699,2026-H1,4,55.5,No,Yes
PRF01491,EMP02081,2024-H1,3,75.7,Yes,No
PRF01492,EMP02280,2024-H1,,42.2,Yes,No
PRF01493,EMP01659,2024-H1,3,47.5,No,No
PRF01494,EMP00283,2024-H1,4,89.3,No,No
PRF01495,EMP01358,2025-H2,3,76.8,No,Yes
PRF01496,EMP00026,2026-H1,5,95.7,No,No
PRF01497,EMP00619,2024-H1,5,41.3,No,No
PRF01498,EMP00719,2025-H1,4,83.7,No,Yes
PRF01499,EMP03000,2024-H1,3,83.6,No,No
PRF01500,EMP02226,2024-H2,4,61.4,No,No
PRF01501,EMP00796,2024-H2,4,61.2,No,No
PRF01502,EMP01463,2024-H1,2,81.4,No,No
PRF01503,EMP00434,2025-H1,5,41.6,No,No
PRF01504,EMP01540,2025-H1,5,83.6,No,Yes
PRF01505,EMP00286,2024-H2,4,95.1,No,Yes
PRF01506,EMP02482,2025-H2,4,61.0,No,No
PRF01507,EMP02332,2025-H1,5,53.3,Yes,Yes
PRF01508,EMP00635,2024-H2,3,88.3,No,No
PRF01509,EMP01381,2024-H2,4,41.7,No,No
PRF01510,EMP02073,2026-H1,4,83.0,No,Yes
PRF01511,EMP01906,2024-H2,4,83.3,Yes,No
PRF01512,EMP01290,2025-H1,3,65.2,No,No
PRF01513,EMP02074,2024-H1,5,60.5,Yes,Yes
PRF01514,EMP00778,2025-H2,5,71.6,No,No
PRF01515,EMP00250,2025-H2,4,83.0,No,Yes
PRF01516,EMP02481,2025-H1,4,49.2,No,Yes
PRF01517,EMP01092,2026-H1,3,66.1,Yes,No
PRF01518,EMP02744,2024-H1,1,90.7,No,No
PRF01519,EMP00153,2024-H2,2,96.7,No,No
PRF01520,EMP00504,2025-H2,,59.5,No,No
PRF01521,EMP00203,2024-H1,3,71.8,No,No
PRF01522,EMP00164,2026-H1,2,51.0,No,Yes
PRF01523,EMP01156,2025-H2,2,96.9,No,Yes
PRF01524,EMP02089,2024-H2,4,96.3,No,Yes
PRF01525,EMP01218,2024-H2,3,61.9,Yes,Yes
PRF01526,EMP02149,2025-H1,2,98.0,Yes,Yes
PRF01527,EMP01970,2026-H1,4,63.8,No,No
PRF01528,EMP02605,2026-H1,3,74.2,No,No
PRF01529,EMP01732,2025-H2,3,94.2,No,Yes
PRF01530,EMP02671,2025-H2,4,70.8,No,Yes
PRF01531,EMP00332,2026-H1,3,81.6,Yes,No
PRF01532,EMP01506,2024-H1,3,79.4,No,No
PRF01533,EMP02727,2025-H2,5,67.5,No,Yes
PRF01534,EMP00624,2024-H2,5,47.1,Yes,No
PRF01535,EMP01065,2025-H2,5,57.2,No,Yes
PRF01536,EMP02512,2025-H2,5,58.5,No,Yes
PRF01537,EMP00399,2025-H1,4,53.1,No,No
PRF01538,EMP02475,2025-H1,3,97.4,No,No
PRF01539,EMP92523,2026-H1,2,80.8,No,No
PRF01540,EMP03100,2024-H1,3,57.4,Yes,Yes
PRF01541,EMP01867,2025-H2,1,61.2,No,No
PRF01542,EMP00408,2024-H1,2,76.8,Yes,Yes
PRF01543,EMP00691,2025-H2,5,80.0,No,No
PRF01544,EMP03077,2025-H2,3,69.6,No,Yes
PRF01545,EMP00520,2025-H2,3,62.8,No,Yes
PRF01546,EMP02516,2025-H1,4,42.6,No,No
PRF01547,EMP01462,2025-H1,2,44.3,No,No
PRF01548,EMP02137,2026-H1,2,45.1,Yes,No
PRF01549,EMP01471,2026-H1,2,64.2,Yes,No
PRF01550,EMP01022,2026-H1,3,54.3,No,No
PRF01551,EMP00685,2024-H1,3,74.6,No,No
PRF01552,EMP02644,2024-H2,3,50.4,No,Yes
PRF01553,EMP01072,2024-H1,3,42.1,Yes,No
PRF01554,EMP00786,2025-H1,1,45.3,No,No
PRF01555,EMP01770,2024-H2,5,68.8,No,No
PRF01556,EMP02285,2025-H2,3,62.0,No,Yes
PRF01557,EMP02448,2026-H1,4,54.9,No,Yes
PRF01558,EMP00788,2026-H1,4,47.9,No,No
PRF01559,EMP00051,2025-H1,5,40.7,No,No
PRF01560,EMP01699,2024-H2,3,78.7,No,Yes
PRF01561,EMP02295,2025-H1,5,90.6,No,Yes
PRF01562,EMP01764,2024-H2,5,51.6,Yes,Yes
PRF01563,EMP02525,2024-H2,4,55.3,No,No
PRF01564,EMP01078,2024-H2,3,73.9,No,No
PRF01565,EMP02580,2025-H2,4,46.2,Yes,Yes
PRF01566,EMP02383,2026-H1,4,54.1,No,Yes
PRF01567,EMP02226,2025-H2,2,48.4,Yes,Yes
PRF01568,EMP03106,2025-H1,,82.6,No,No
PRF01569,EMP03101,2024-H1,3,55.6,No,No
PRF01570,EMP01137,2024-H2,3,82.7,No,Yes
PRF01571,EMP00469,2026-H1,3,58.6,No,Yes
PRF01572,EMP01442,2025-H1,3,46.3,No,No
PRF01573,EMP02767,2024-H2,3,94.5,No,No
PRF01574,EMP01652,2024-H1,2,47.8,No,No
PRF01575,EMP00741,2026-H1,4,86.9,No,No
PRF01576,EMP00531,2024-H1,4,48.7,No,Yes
PRF01577,EMP02491,2024-H1,5,47.8,No,No
PRF01578,EMP01170,2024-H1,4,86.3,No,Yes
PRF01579,EMP02907,2024-H1,3,83.4,No,Yes
PRF01580,EMP01005,2024-H2,3,91.9,No,Yes
PRF01581,EMP02660,2024-H1,5,72.7,No,Yes
PRF01582,EMP00905,2024-H1,3,90.6,Yes,No
PRF01583,EMP00543,2024-H2,5,69.7,No,Yes
PRF01584,EMP01818,2024-H1,3,42.0,Yes,Yes
PRF01585,EMP02705,2025-H2,5,58.7,No,No
PRF01586,EMP01138,2025-H1,3,86.0,No,Yes
PRF01587,EMP00661,2024-H2,4,69.8,No,No
PRF01588,EMP00808,2024-H2,5,42.1,No,Yes
PRF01589,EMP02992,2024-H2,4,71.2,No,No
PRF01590,EMP00913,2024-H1,1,87.7,No,Yes
PRF01591,EMP01077,2025-H2,4,61.1,No,No
PRF01592,EMP00915,2025-H2,4,79.0,Yes,Yes
PRF01593,EMP00020,2024-H1,5,46.5,No,Yes
PRF01594,EMP01303,2026-H1,3,62.2,Yes,Yes
PRF01595,EMP03055,2024-H1,3,85.3,Yes,No
PRF01596,EMP00942,2024-H1,4,58.1,No,No
PRF01597,EMP01523,2026-H1,,69.7,No,No
PRF01598,EMP00551,2025-H1,3,79.2,No,No
PRF01599,EMP00081,2024-H1,1,51.4,No,Yes
PRF01600,EMP01999,2024-H2,4,49.9,No,No
PRF01601,EMP00495,2026-H1,4,43.3,No,Yes
PRF01602,EMP01759,2026-H1,,81.5,Yes,No
PRF01603,EMP00340,2026-H1,4,79.9,Yes,Yes
PRF01604,EMP00680,2026-H1,2,69.0,No,No
PRF01605,EMP01007,2025-H1,1,50.8,No,Yes
PRF01606,EMP00217,2026-H1,4,93.8,No,Yes
PRF01607,EMP01290,2024-H2,5,70.6,No,Yes
PRF01608,EMP01907,2026-H1,3,90.1,No,Yes
PRF01609,EMP00036,2026-H1,3,61.8,No,No
PRF01610,EMP01602,2026-H1,2,44.1,Yes,No
PRF01611,EMP00920,2025-H1,4,92.0,No,No
PRF01612,EMP01510,2025-H1,3,51.2,No,Yes
PRF01613,EMP03067,2025-H2,3,73.4,No,Yes
PRF01614,EMP01548,2025-H1,4,78.2,No,No
PRF01615,EMP01724,2024-H2,5,71.9,No,No
PRF01616,EMP03169,2025-H2,2,56.0,No,Yes
PRF01617,EMP00569,2024-H1,1,87.1,No,Yes
PRF01618,EMP00991,2024-H2,3,44.0,Yes,Yes
PRF01619,EMP00516,2025-H1,4,94.7,Yes,No
PRF01620,EMP00671,2026-H1,3,55.3,Yes,Yes
PRF01621,EMP01618,2024-H2,5,74.0,Yes,No
PRF01622,EMP01834,2025-H2,4,85.7,No,Yes
PRF01623,EMP02054,2026-H1,3,71.1,No,No
PRF01624,EMP00435,2025-H2,,40.2,No,Yes
PRF01625,EMP01167,2026-H1,3,82.3,No,No
PRF01626,EMP00052,2025-H2,4,87.5,Yes,No
PRF01627,EMP02479,2025-H1,4,96.4,No,No
PRF01628,EMP01065,2024-H2,4,99.6,No,Yes
PRF01629,EMP00321,2024-H2,3,77.4,Yes,No
PRF01630,EMP00156,2024-H1,4,49.5,No,No
PRF01631,EMP02367,2025-H2,4,65.5,No,No
PRF01632,EMP01476,2025-H1,2,90.6,Yes,No
PRF01633,EMP02510,2024-H2,4,85.9,No,Yes
PRF01634,EMP01846,2026-H1,3,48.5,No,No
PRF01635,EMP02888,2025-H1,3,71.7,Yes,No
PRF01636,EMP01272,2025-H2,2,82.7,No,Yes
PRF01637,EMP02341,2024-H1,3,88.3,Yes,Yes
PRF01638,EMP00364,2024-H1,1,46.7,Yes,Yes
PRF01639,EMP00464,2024-H2,4,82.1,Yes,Yes
PRF01640,EMP02607,2024-H2,4,68.0,No,Yes
PRF01641,EMP02421,2026-H1,4,48.4,No,No
PRF01642,EMP02208,2024-H2,3,73.0,No,Yes
PRF01643,EMP01153,2025-H1,5,80.2,No,Yes
PRF01644,EMP01123,2025-H1,3,90.8,No,Yes
PRF01645,EMP01676,2025-H2,5,95.0,No,No
PRF01646,EMP00201,2025-H1,4,50.2,No,No
PRF01647,EMP01223,2025-H2,4,96.8,No,Yes
PRF01648,EMP00343,2025-H1,5,94.0,No,No
PRF01649,EMP01708,2026-H1,4,69.5,No,No
PRF01650,EMP00211,2024-H1,1,45.5,No,No
PRF01651,EMP00370,2024-H1,4,66.2,No,No
PRF01652,EMP00180,2025-H1,3,75.0,No,No
PRF01653,EMP01110,2025-H2,1,49.8,No,No
PRF01654,EMP01564,2025-H1,4,93.1,No,Yes
PRF01655,EMP01927,2025-H1,5,80.3,No,Yes
PRF01656,EMP00745,2025-H1,4,79.1,No,Yes
PRF01657,EMP02498,2026-H1,4,40.4,No,No
PRF01658,EMP00143,2025-H2,2,46.4,No,No
PRF01659,EMP00106,2026-H1,3,47.1,Yes,No
PRF01660,EMP00382,2024-H2,3,52.0,Yes,No
PRF01661,EMP00867,2025-H2,4,74.6,No,No
PRF01662,EMP01654,2024-H1,2,47.0,Yes,No
PRF01663,EMP00312,2025-H2,3,52.1,No,No
PRF01664,EMP00134,2026-H1,4,90.0,No,Yes
PRF01665,EMP01273,2026-H1,3,65.3,No,Yes
PRF01666,EMP01745,2025-H2,4,50.2,No,No
PRF01667,EMP00642,2025-H1,3,88.8,Yes,Yes
PRF01668,EMP00581,2026-H1,3,58.7,No,No
PRF01669,EMP01697,2024-H2,4,9.2,No,No
PRF01670,EMP02448,2024-H1,4,58.8,No,No
PRF01671,EMP00716,2026-H1,3,93.6,No,Yes
PRF01672,EMP00667,2026-H1,3,54.5,No,No
PRF01673,EMP00160,2024-H1,2,99.5,No,No
PRF01674,EMP01863,2025-H2,4,72.9,Yes,No
PRF01675,EMP02764,2024-H1,3,65.9,No,No
PRF01676,EMP02921,2024-H1,3,66.4,No,Yes
PRF01677,EMP00904,2024-H2,4,41.9,No,Yes
PRF01678,EMP01966,2024-H1,4,72.6,Yes,Yes
PRF01679,EMP01085,2025-H2,5,96.8,No,No
PRF01680,EMP01270,2026-H1,3,48.8,No,Yes
PRF01681,EMP02762,2024-H1,5,78.9,Yes,No
PRF01682,EMP02790,2024-H2,2,76.0,No,No
PRF01683,EMP00708,2025-H2,4,89.5,No,No
PRF01684,EMP02809,2025-H2,3,65.4,No,No
PRF01685,EMP01353,2024-H1,3,68.9,No,No
PRF01686,EMP00807,2026-H1,3,66.3,No,No
PRF01687,EMP02563,2024-H2,5,65.2,Yes,Yes
PRF01688,EMP01219,2025-H1,4,71.7,No,No
PRF01689,EMP02711,2024-H2,5,96.0,Yes,Yes
PRF01690,EMP01431,2024-H1,2,75.5,No,No
PRF01691,EMP02541,2024-H1,1,78.7,No,Yes
PRF01692,EMP02266,2024-H1,3,75.6,No,No
PRF01693,EMP02781,2025-H2,2,55.0,No,Yes
PRF01694,EMP01654,2025-H2,1,78.8,No,Yes
PRF01695,EMP00605,2025-H2,3,62.2,No,Yes
PRF01696,EMP00559,2025-H1,3,42.9,No,No
PRF01697,EMP02008,2025-H2,4,7.0,Yes,No
PRF01698,EMP96847,2024-H1,3,49.7,No,No
PRF01699,EMP01112,2024-H2,3,58.5,No,No
PRF01700,EMP03172,2025-H1,4,73.5,No,No
PRF01701,EMP00073,2026-H1,3,81.6,No,Yes
PRF01702,EMP00780,2026-H1,3,4.3,No,No
PRF01703,EMP00316,2025-H2,2,74.9,No,Yes
PRF01704,EMP00760,2025-H2,1,96.1,No,Yes
PRF01705,EMP02996,2024-H2,4,65.4,No,Yes
PRF01706,EMP01756,2024-H2,4,74.6,No,Yes
PRF01707,EMP02056,2026-H1,3,88.1,No,No
PRF01708,EMP00854,2024-H2,4,94.7,Yes,Yes
PRF01709,EMP02542,2025-H2,4,58.8,No,No
PRF01710,EMP00735,2025-H1,3,92.6,No,Yes
PRF01711,EMP02588,2026-H1,3,66.5,No,No
PRF01712,EMP02721,2026-H1,2,61.8,No,Yes
PRF01713,EMP00719,2026-H1,5,55.6,Yes,Yes
PRF01714,EMP01423,2024-H1,4,97.8,No,Yes
PRF01715,EMP02980,2024-H2,2,71.6,Yes,Yes
PRF01716,EMP02407,2026-H1,3,45.8,No,Yes
PRF01717,EMP02438,2025-H1,3,80.2,Yes,Yes
PRF01718,EMP01677,2026-H1,1,86.1,No,No
PRF01719,EMP01601,2025-H2,3,69.8,No,Yes
PRF01720,EMP02988,2024-H1,4,57.1,No,Yes
PRF01721,EMP02982,2024-H1,4,93.7,Yes,No
PRF01722,EMP02364,2024-H1,4,73.2,No,No
PRF01723,EMP01260,2025-H1,5,46.0,No,No
PRF01724,EMP00256,2025-H1,2,66.1,No,Yes
PRF01725,EMP01249,2024-H1,4,95.9,No,Yes
PRF01726,EMP00812,2025-H2,3,82.5,No,No
PRF01727,EMP02043,2025-H2,3,68.2,No,No
PRF01728,EMP02329,2024-H2,4,88.0,Yes,No
PRF01729,EMP90054,2024-H2,5,74.8,No,No
PRF01730,EMP01118,2026-H1,3,44.8,No,Yes
PRF01731,EMP01453,2024-H1,1,85.3,No,Yes
PRF01732,EMP00450,2026-H1,4,62.1,No,No
PRF01733,EMP00090,2024-H2,3,57.0,No,Yes
PRF01734,EMP03126,2026-H1,4,87.4,No,No
PRF01735,EMP00961,2024-H2,3,83.7,No,Yes
PRF01736,EMP01220,2024-H2,5,55.4,No,Yes
PRF01737,EMP00760,2024-H1,4,88.0,Yes,No
PRF01738,EMP00199,2024-H2,3,70.2,Yes,No
PRF01739,EMP03179,2025-H1,4,65.9,No,No
PRF01740,EMP02246,2024-H1,3,94.0,No,No
PRF01741,EMP01133,2024-H2,4,82.0,No,No
PRF01742,EMP03066,2024-H1,3,67.6,No,Yes
PRF01743,EMP00305,2025-H1,4,71.5,Yes,Yes
PRF01744,EMP01616,2025-H2,4,50.5,No,No
PRF01745,EMP00274,2026-H1,3,48.5,No,No
PRF01746,EMP01877,2025-H2,2,79.3,No,No
PRF01747,EMP03198,2025-H1,3,95.0,No,Yes
PRF01748,EMP03105,2024-H2,3,51.9,No,Yes
PRF01749,EMP01907,2025-H1,4,59.8,No,No
PRF01750,EMP01182,2025-H2,3,73.1,No,Yes
PRF01751,EMP01301,2024-H1,3,60.8,Yes,No
PRF01752,EMP02567,2024-H1,3,68.3,No,Yes
PRF01753,EMP00717,2024-H1,4,79.4,No,Yes
PRF01754,EMP02126,2024-H1,5,64.4,No,Yes
PRF01755,EMP01952,2025-H2,2,77.6,No,No
PRF01756,EMP02725,2026-H1,5,71.0,Yes,Yes
PRF01757,EMP02363,2024-H1,3,78.1,No,Yes
PRF01758,EMP02140,2026-H1,5,54.5,Yes,No
PRF01759,EMP00772,2024-H2,3,62.7,No,No
PRF01760,EMP02805,2025-H1,3,54.4,No,Yes
PRF01761,EMP01984,2025-H2,2,93.7,Yes,Yes
PRF01762,EMP02472,2024-H1,3,80.9,No,No
PRF01763,EMP02719,2024-H2,3,96.0,No,No
PRF01764,EMP98604,2025-H2,5,85.5,No,Yes
PRF01765,EMP00488,2025-H1,4,97.3,No,No
PRF01766,EMP01393,2024-H1,4,92.8,No,No
PRF01767,EMP03159,2024-H2,5,77.5,Yes,No
PRF01768,EMP02132,2025-H2,5,84.7,No,No
PRF01769,EMP02645,2025-H1,3,57.8,No,Yes
PRF01770,EMP02539,2025-H1,3,78.9,Yes,No
PRF01771,EMP02553,2025-H2,4,66.2,No,Yes
PRF01772,EMP03090,2024-H1,5,72.5,No,Yes
PRF01773,EMP00729,2026-H1,3,91.9,Yes,No
PRF01774,EMP02772,2025-H2,5,85.4,Yes,No
PRF01775,EMP03000,2024-H2,1,63.0,No,No
PRF01776,EMP02703,2026-H1,3,87.5,No,No
PRF01777,EMP00681,2025-H2,4,61.6,No,Yes
PRF01778,EMP00884,2024-H1,5,57.2,No,No
PRF01779,EMP01968,2024-H1,4,54.9,No,Yes
PRF01780,EMP02142,2026-H1,4,93.6,No,Yes
PRF01781,EMP01044,2024-H2,4,58.3,Yes,Yes
PRF01782,EMP03186,2025-H2,4,61.1,Yes,Yes
PRF01783,EMP00545,2026-H1,1,45.9,No,No
PRF01784,EMP01148,2024-H1,5,69.3,No,Yes
PRF01785,EMP99466,2026-H1,3,87.6,No,Yes
PRF01786,EMP90025,2026-H1,5,67.5,No,Yes
PRF01787,EMP02996,2024-H2,5,68.5,No,No
PRF01788,EMP00872,2026-H1,4,58.7,Yes,Yes
PRF01789,EMP01095,2026-H1,4,65.3,Yes,Yes
PRF01790,EMP02405,2024-H2,1,66.6,No,No
PRF01791,EMP01316,2025-H1,3,93.2,Yes,No
PRF01792,EMP00837,2025-H2,3,63.3,No,No
PRF01793,EMP01528,2024-H2,4,92.8,No,No
PRF01794,EMP02112,2024-H1,4,95.2,No,Yes
PRF01795,EMP01169,2024-H2,3,47.9,No,Yes
PRF01796,EMP00180,2025-H2,5,48.5,No,Yes
PRF01797,EMP02305,2025-H1,2,52.7,No,Yes
PRF01798,EMP00464,2024-H1,,68.0,Yes,No
PRF01799,EMP00232,2024-H2,5,52.1,No,No
PRF01800,EMP01245,2024-H1,5,94.5,Yes,Yes
PRF01801,EMP00960,2024-H2,4,58.7,Yes,Yes
PRF01802,EMP03150,2024-H1,3,94.8,No,Yes
PRF01803,EMP00637,2024-H1,3,62.4,Yes,No
PRF01804,EMP01754,2025-H2,3,89.5,No,No
PRF01805,EMP01642,2025-H1,4,42.9,No,No
PRF01806,EMP00299,2025-H2,5,52.8,No,No
PRF01807,EMP03150,2025-H1,4,96.6,No,Yes
PRF01808,EMP02429,2024-H2,3,64.0,No,Yes
PRF01809,EMP00578,2025-H1,3,55.2,No,Yes
PRF01810,EMP02494,2024-H2,2,70.3,No,Yes
PRF01811,EMP00528,2025-H1,4,96.8,No,No
PRF01812,EMP02554,2024-H1,3,42.5,Yes,No
PRF01813,EMP02248,2025-H1,4,70.2,No,No
PRF01814,EMP02621,2025-H2,5,70.6,Yes,No
PRF01815,EMP00446,2025-H1,1,43.0,Yes,No
PRF01816,EMP00962,2024-H1,4,67.1,No,Yes
PRF01817,EMP00647,2024-H1,1,88.6,No,Yes
PRF01818,EMP01352,2024-H1,3,77.7,No,No
PRF01819,EMP01085,2025-H2,4,66.5,Yes,No
PRF01820,EMP01238,2026-H1,4,52.4,No,Yes
PRF01821,EMP02551,2025-H1,2,66.2,Yes,No
PRF01822,EMP01172,2026-H1,3,88.2,No,No
PRF01823,EMP01764,2024-H2,4,89.6,No,Yes
PRF01824,EMP01986,2024-H2,3,79.4,No,No
PRF01825,EMP02855,2026-H1,4,96.9,No,Yes
PRF01826,EMP02058,2024-H1,5,61.0,No,No
PRF01827,EMP00343,2025-H1,4,75.5,No,Yes
PRF01828,EMP02736,2024-H1,3,99.4,No,Yes
PRF01829,EMP02509,2024-H1,5,72.8,No,No
PRF01830,EMP00032,2026-H1,4,52.3,No,No
PRF01831,EMP02582,2025-H1,4,48.2,Yes,No
PRF01832,EMP00876,2025-H2,4,94.0,No,No
PRF01833,EMP00896,2024-H2,3,96.1,No,No
PRF01834,EMP03175,2024-H1,4,84.9,Yes,No
PRF01835,EMP01038,2026-H1,5,97.3,No,Yes
PRF01836,EMP00478,2026-H1,,57.0,Yes,Yes
PRF01837,EMP03182,2024-H1,3,92.2,Yes,No
PRF01838,EMP02974,2024-H2,3,69.4,Yes,Yes
PRF01839,EMP02739,2025-H1,3,68.7,No,No
PRF01840,EMP01678,2024-H2,4,47.9,Yes,Yes
PRF01841,EMP01508,2026-H1,4,56.0,No,Yes
PRF01842,EMP00713,2024-H2,4,52.0,No,No
PRF01843,EMP02507,2025-H2,4,81.2,No,Yes
PRF01844,EMP02152,2024-H1,4,1.3,No,No
PRF01845,EMP01532,2024-H2,3,69.3,No,Yes
PRF01846,EMP00986,2024-H1,5,64.4,No,Yes
PRF01847,EMP02900,2024-H1,4,76.9,Yes,Yes
PRF01848,EMP01295,2025-H1,4,44.0,No,No
PRF01849,EMP00657,2024-H2,,58.1,No,No
PRF01850,EMP00494,2024-H2,4,47.3,No,No
PRF01851,EMP00678,2024-H1,3,57.6,No,No
PRF01852,EMP01180,2025-H2,4,83.1,No,No
PRF01853,EMP01902,2025-H2,3,41.4,Yes,Yes
PRF01854,EMP02806,2025-H1,5,70.1,No,Yes
PRF01855,EMP00177,2024-H2,5,52.0,Yes,Yes
PRF01856,EMP01836,2024-H1,4,65.9,No,Yes
PRF01857,EMP02874,2024-H1,4,59.6,No,Yes
PRF01858,EMP01515,2025-H1,4,93.3,No,No
PRF01859,EMP00559,2026-H1,5,50.9,No,Yes
PRF01860,EMP02857,2024-H2,4,77.0,No,Yes
PRF01861,EMP00246,2025-H1,3,66.8,No,Yes
PRF01862,EMP00613,2025-H2,3,65.1,No,No
PRF01863,EMP02781,2025-H1,3,69.9,No,No
PRF01864,EMP01165,2024-H1,4,57.4,Yes,Yes
PRF01865,EMP02272,2024-H1,4,0.7,No,No
PRF01866,EMP00192,2026-H1,4,68.1,No,Yes
PRF01867,EMP01843,2025-H1,2,85.9,No,No
PRF01868,EMP01208,2025-H1,2,56.3,No,Yes
PRF01869,EMP02921,2024-H1,5,73.8,No,No
PRF01870,EMP02081,2025-H1,5,44.9,Yes,Yes
PRF01871,EMP01396,2026-H1,3,84.2,No,Yes
